user_id,y,x_001,x_002,x_003,x_004,x_005,x_006,x_019,x_020,x_021,x_027,x_033,x_034,x_035,x_036,x_037,x_038,x_041,x_042,x_044,x_045,x_048,x_049,x_052,x_054,x_055,x_056,x_074,x_075,x_077,x_078,x_088,x_089,x_121,x_122,x_124,x_125,x_131,x_132,x_134,x_137,x_142,x_143,x_144,x_149,x_154,x_155,x_157,x_159,x_162,x_188,x_189,x_190,x_196,x_197,x_198
A00022,0,0.0,30.0,0,0,0,0,0,4,2,1,3,4,2,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.91425,412.49825,9.0,4.0,9.0,4.0,1.8373357,10278.16,2.0,1.0,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1644.6322499999999,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A00024,0,0.0,34.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.8762500000001,375.08575,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8125,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1023.2813749999999,1.0,0.0,0.0,0.0,1.0,1.0,1.0
A00025,0,0.0,33.0,0,0,0,0,0,5,5,1,3,4,5,1,0,0,22.0,6.0,2.231699286,20457.35,1.0,1.0,4850.0,4850.0,22.0,6.0,22.0,6.0,2.231699286,20457.35,3.85,3.8125,22.0,6.0,2.231699286,20457.35,3000.0,0.0,0.0,1.0,2.0,5500.0,2.0,0.0,0.0,0.0,0.0,1262.6079999999997,0.0,2.0,2.0,4.0,2.0,2.0,7.0
A00028,0,1.0,30.0,0,0,0,0,0,3,5,1,2,4,4,0,0,0,3.0,1.0,3.0,3099.3,3.025,1.4375,499.8655,312.33825,3.0,1.0,3.0,1.0,3.0,3099.3,1.0,1.0,3.0,1.0,3.0,3099.3,0.19,0.0,0.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,989.4722500000001,1.0,0.0,0.0,0.0,4.0,4.0,7.0
A00029,1,0.0,29.0,0,0,0,0,0,3,3,1,3,3,2,1,0,0,14.0,2.0,4.914993218,18932.38,3.025,1.4375,500.014,437.44825000000003,14.0,2.0,14.0,2.0,4.914993218,18932.38,2.0,2.0,14.0,2.0,4.914993218,18932.38,3000.0,3.0,3.0,4.0,4.0,10850.51,6.0,1.0,1.0,0.0,0.0,1029.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0
A00030,0,0.0,43.0,0,0,0,0,0,3,1,1,1,3,1,0,0,0,18.0,4.0,7.661527092,35173.72,3.025,1.4375,499.75199999999995,287.26125,18.0,4.0,18.0,4.0,7.661527092,35173.72,3.85,3.8,18.0,4.0,7.661527092,35173.72,4500.0,0.0,0.0,1.0,4.0,38507.58,5.0,2.0,3.0,0.0,0.0,2053.29,3.0,0.0,0.0,0.0,6.0,6.0,11.0
A00032,0,0.0,30.0,1,1,0,0,0,5,2,1,1,7,0,0,0,0,18.0,6.0,1.363084791,18730.01,3.0,2.0,1506.0,2.104551013,17.0,6.0,16.0,6.0,1.34926535,18505.0,3.85,3.825,16.0,6.0,1.34926535,18505.0,760.0,1.0,1.0,2.0,2.0,760.1,2.0,1.0,1.0,1.0,1.0,823.2,1.0,2.0,2.0,2.0,2.0,2.0,2.0
A00033,0,0.0,24.0,0,0,0,0,0,7,2,1,2,4,4,1,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.95175,500.17525000000006,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1022.928125,0.0,0.0,0.0,0.0,3.0,3.0,3.0
A00036,1,0.0,33.0,0,0,0,0,0,7,4,1,3,8,3,0,0,0,24.0,6.0,1.746457317,43360.76,1.0,1.0,145.9,145.9,24.0,6.0,24.0,6.0,1.746457317,43360.76,3.0,2.0,24.0,6.0,1.746457317,43360.76,10.0,4.0,5.0,5.0,5.0,14760.0,10.0,2.0,1.0,1.0,1.0,3578.4,4.0,3.0,2.0,3.0,9.0,8.0,9.0
A00038,0,0.0,37.0,0,0,0,0,0,3,8,2,2,5,6,0,0,0,1.0,1.0,1.0,100.0,3.025,1.4375,499.7025,252.90175000000008,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1022.7213749999997,0.0,0.0,0.0,0.0,1.0,0.0,1.0
A00041,0,0.0,40.0,0,0,0,0,0,4,5,1,2,4,5,0,0,0,2.0,1.0,2.0,1309.94,3.025,1.4375,499.7657499999999,287.36175000000003,2.0,1.0,2.0,1.0,2.0,1309.94,1.0,1.0,2.0,1.0,2.0,1309.94,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,1.0,0.0,1.0,1.0,1023.1861250000002,1.0,0.0,0.0,0.0,3.0,3.0,5.0
A00042,1,1.0,28.0,0,0,0,0,0,1,2,1,2,2,1,0,0,0,21.0,6.0,1.542993559,28760.4,3.025,1.4375,500.104875,500.38800000000003,21.0,6.0,21.0,6.0,1.542993559,28760.4,3.85,3.8125,21.0,6.0,1.542993559,28760.4,1000.0,3.0,4.0,5.0,6.0,17805.05,10.0,3.0,3.0,0.0,0.0,5276.4,4.0,2.0,2.0,2.0,11.0,10.0,13.0
A00044,0,1.0,41.0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,16.0,3.0,1.078992459,1825.21,3.025,1.4375,499.70074999999997,287.28450000000004,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1022.6093749999998,0.0,0.0,0.0,0.0,2.0,2.0,2.0
A00046,0,0.0,34.0,0,0,0,0,0,5,1,2,1,3,3,0,0,0,3.0,1.0,3.0,2180.0,3.025,1.4375,499.98949999999996,437.44825000000003,3.0,1.0,3.0,1.0,3.0,2180.0,1.0,1.0,3.0,1.0,3.0,2180.0,950.0,0.0,0.0,1.0,1.0,2375.0,3.0,0.0,0.0,0.0,0.0,1058.3046250000002,1.0,1.0,1.0,1.0,5.0,5.0,9.0
A00047,0,0.0,24.0,0,0,0,0,0,6,4,1,2,6,4,0,0,0,2.0,2.0,100.0,1503.6,3.025,1.4375,500.02699999999993,500.20025000000004,2.0,2.0,2.0,2.0,100.0,1503.6,3.85,3.8,2.0,2.0,100.0,1503.6,1500.0,0.0,0.0,0.0,1.0,2900.0,2.0,0.0,0.0,0.0,0.0,1232.4473750000002,2.0,0.0,0.0,0.0,8.0,8.0,9.0
A00048,1,0.0,27.0,0,0,0,0,0,3,1,1,2,2,2,0,0,0,17.0,6.0,1.635494692,16668.2,3.0,2.0,2060.0,1.120492284,10.0,4.0,10.0,4.0,1.435090176,14026.4,2.0,2.0,10.0,4.0,1.435090176,14026.4,1000.0,1.0,1.0,3.0,4.0,13400.19,8.0,1.0,3.0,0.0,0.0,1695.12,5.0,3.0,3.0,4.0,9.0,9.0,14.0
A00057,0,0.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,500.0168750000001,500.37325,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8125,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1651.6384999999998,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A00060,0,0.0,25.0,0,0,0,0,0,2,1,1,0,2,0,1,0,0,3.0,3.0,100.0,4021.0,1.0,1.0,41.0,41.0,2.0,2.0,2.0,2.0,100.0,3980.0,3.85,3.8125,2.0,2.0,100.0,3980.0,1100.0,1.0,2.0,2.0,2.0,7200.0,5.0,2.0,4.0,11.0,11.0,1107.05,2.0,1.0,1.0,1.0,5.0,5.0,6.0
A00061,0,0.0,38.0,0,0,0,0,0,3,2,1,2,4,1,0,0,0,3.0,2.0,2.091738691,2600.0,3.025,1.4375,499.7129999999999,287.37600000000003,3.0,2.0,3.0,2.0,2.091738691,2600.0,3.85,3.8,3.0,2.0,2.091738691,2600.0,3000.0,3.0,3.0,6.0,6.0,5850.19,7.0,1.0,1.0,0.0,0.0,1023.0,3.0,4.0,4.0,5.0,13.0,13.0,20.0
A00063,0,1.0,30.0,0,0,0,0,0,5,4,1,3,3,4,2,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.82700000000006,312.3215,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1654.9554999999996,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A00064,0,0.0,29.0,0,0,0,0,0,2,1,1,1,3,0,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.8293750000001,312.32125,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1658.5677499999997,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A00066,0,0.0,34.0,0,0,0,0,0,10,10,1,3,10,10,0,0,0,2.0,2.0,100.0,128.0,2.0,2.0,128.0,3.099646164,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8125,10.0,4.0,1.837645136,10644.2,2000.0,0.0,0.0,0.0,2.0,18000.0,9.0,0.0,0.0,0.0,0.0,1262.7608750000006,0.0,0.0,0.0,0.0,4.0,4.0,5.0
A00071,0,0.0,40.0,0,0,0,0,0,8,5,2,3,5,8,0,0,0,5.0,5.0,100.0,1088.9,4.0,4.0,949.9,2.647817796,5.0,5.0,9.0,4.0,1.8373357,10278.16,3.85,3.8125,10.0,4.0,1.837645136,10644.2,5600.0,0.0,0.0,0.0,2.0,45561.51,2.0,0.0,0.0,0.0,0.0,999.6648750000002,0.0,0.0,0.0,0.0,7.0,7.0,18.0
A00074,0,0.0,36.0,0,0,0,0,0,3,3,1,1,5,1,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.65199999999993,287.23225,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,989.0521249999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A00075,0,0.0,33.0,0,0,0,0,0,5,1,1,2,3,1,2,0,0,14.0,6.0,1.910907787,19855.0,3.0,3.0,2565.0,1.034124981,12.0,4.0,12.0,4.0,3.629779081,19090.0,3.85,3.8125,12.0,4.0,3.629779081,19090.0,20000.0,1.0,1.0,2.0,4.0,25700.15,4.0,0.0,0.0,0.0,0.0,1258.0667500000004,1.0,1.0,1.0,1.0,3.0,3.0,4.0
A00076,1,0.0,26.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0,2.0,100.0,2300.0,3.025,1.4375,499.8495,374.986,2.0,2.0,2.0,2.0,100.0,2300.0,3.85,3.8125,2.0,2.0,100.0,2300.0,1000.0,0.0,0.0,1.0,2.0,4000.0,4.0,2.0,1.0,30.0,30.0,406.73,4.0,4.0,4.0,5.0,9.0,9.0,14.0
A00077,0,0.0,29.0,1,0,0,0,0,5,2,1,3,4,3,0,0,0,8.0,5.0,2.86880991,6562.47,5.0,3.0,1100.0,5.635470715,4.0,3.0,3.0,3.0,100.0,5666.27,3.85,3.8,4.0,3.0,2.270082101,5762.47,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1647.9602499999996,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A00078,0,0.0,47.0,0,0,0,0,0,2,1,2,1,3,0,0,0,0,8.0,3.0,1.274900805,9198.9,3.025,1.4375,499.85512499999993,374.93625000000003,1.0,1.0,9.0,4.0,1.8373357,10278.16,3.85,3.825,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,1.0,1.0,0.0,0.0,1639.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A00081,0,1.0,28.0,0,0,0,0,0,3,6,1,2,3,6,0,0,0,20.0,6.0,1.780723167,16692.9,17.0,5.0,1308.94,1.14733636,10.0,6.0,10.0,6.0,3.166173437,16692.9,3.85,3.825,10.0,6.0,3.166173437,16692.9,0.39,0.0,0.0,0.0,2.0,2500.39,2.0,1.0,0.0,27.0,27.0,1261.7399999999998,3.0,2.0,1.0,2.0,17.0,15.0,24.0
A00082,0,0.0,30.0,0,1,0,0,0,1,1,0,3,1,1,0,0,0,10.0,6.0,2.016543934,9134.3,2.0,1.0,315.0,315.0,7.0,4.0,7.0,4.0,1.808921815,8319.3,5.0,1.0,7.0,4.0,1.808921815,8319.3,3000.0,1.0,1.0,3.0,3.0,5500.1,3.0,0.0,0.0,0.0,0.0,1022.0986249999999,0.0,1.0,1.0,1.0,3.0,3.0,4.0
A00083,0,0.0,36.0,0,0,0,0,0,4,2,2,2,5,1,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.79262499999993,287.31125000000003,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1652.2481249999996,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A00086,0,0.0,28.0,0,0,0,0,0,2,1,1,2,0,3,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.91425,412.56075,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1022.7338749999999,0.0,0.0,0.0,0.0,3.0,3.0,4.0
A00090,0,0.0,27.0,1,0,0,0,0,3,2,2,2,1,4,0,0,0,3.0,2.0,2.091738691,9207.2,1.0,1.0,249.0,249.0,2.0,1.0,2.0,1.0,2.0,3200.0,3.85,3.8,2.0,1.0,2.0,3200.0,4000.0,1.0,2.0,1.0,2.0,33800.0,8.0,1.0,1.0,1.0,1.0,438.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0
A00091,1,0.0,27.0,1,0,0,1,0,4,3,1,2,2,5,0,0,0,76.0,6.0,1.909588547,89892.3,2.0,1.0,1835.0,1835.0,76.0,6.0,70.0,6.0,1.989617479,82923.34,3.85,3.8125,76.0,6.0,1.909588547,89892.3,1900.0,2.0,3.0,2.0,2.0,8800.0,3.0,3.0,6.0,7.0,7.0,6499.34,3.0,2.0,2.0,2.0,4.0,4.0,5.0
A00093,1,0.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,500.0168750000001,500.37325,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8125,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1651.2137500000001,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A00094,0,1.0,43.0,0,0,0,0,0,6,2,1,2,6,2,0,0,0,6.0,4.0,2.553842364,197.4,6.0,4.0,197.4,0.891801613,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1648.3964999999996,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A00096,0,0.0,39.0,0,1,0,1,0,5,2,1,2,6,1,0,0,0,12.0,6.0,3.113055924,101410.2,4.0,3.0,371.5,0.786996069,9.0,6.0,7.0,5.0,2.510208671,101200.0,3.0,3.0,7.0,5.0,2.510208671,101200.0,0.32,0.0,0.0,2.0,2.0,0.32,2.0,0.0,0.0,0.0,0.0,1023.5465,0.0,0.0,0.0,0.0,2.0,2.0,2.0
A00100,0,1.0,30.0,1,1,1,0,0,2,2,0,2,1,3,0,0,0,15.0,6.0,1.512248299,3082.8,15.0,6.0,3082.8,1.012984582,5.0,2.0,9.0,4.0,1.8373357,10278.16,1.0,1.0,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1653.6006249999996,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A00102,0,0.0,22.0,1,0,0,0,0,3,1,2,2,3,1,0,0,0,23.0,6.0,1.198470555,28625.6,5.0,2.0,790.4,5.870768906,20.0,5.0,20.0,5.0,1.293574459,28045.7,1.0,1.0,20.0,5.0,1.293574459,28045.7,4500.0,1.0,2.0,1.0,3.0,16700.0,6.0,2.0,2.0,2.0,2.0,4400.0,4.0,3.0,3.0,7.0,14.0,14.0,32.0
A00103,0,0.0,29.0,1,1,1,0,0,4,4,1,2,6,2,0,0,0,22.0,6.0,1.855239857,10482.4,22.0,6.0,10461.4,0.870694447,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2375.0,1.0,1.0,2.0,2.0,4275.1,3.0,1.0,1.0,1.0,1.0,2054.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0
A00104,0,0.0,23.0,0,0,0,0,0,2,1,1,2,2,1,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.92962500000004,437.68575,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,1.0,2.0,0.0,0.0,687.35,1.0,0.0,0.0,0.0,3.0,3.0,3.0
A00105,0,1.0,40.0,0,0,0,0,0,1,3,0,3,1,2,0,1,0,3.0,2.0,2.091738691,80.0,3.025,1.4375,499.96549999999996,412.63649999999996,1.0,1.0,1.0,1.0,1.0,60.0,3.85,3.8,1.0,1.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1022.324625,0.0,0.0,0.0,0.0,2.0,2.0,2.0
A00106,0,1.0,36.0,0,0,0,0,0,3,2,1,3,3,2,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.86525,287.22200000000004,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1022.6299999999999,0.0,0.0,0.0,0.0,2.0,2.0,3.0
A00107,0,0.0,33.0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.81712500000003,312.32125,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,1.0,0.0,6.0,6.0,990.1498749999997,2.0,0.0,0.0,0.0,0.0,0.0,0.0
A00109,1,1.0,29.0,0,0,0,0,0,4,5,2,3,4,5,0,0,0,1.0,1.0,1.0,89000.0,1.0,1.0,89000.0,89000.0,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.825,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1263.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00110,0,0.0,31.0,0,0,0,0,0,3,2,1,1,4,1,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.6887500000001,287.25675,9.0,4.0,9.0,4.0,1.8373357,10278.16,2.0,1.0,10.0,4.0,1.837645136,10644.2,1000.0,0.0,0.0,0.0,1.0,1000.0,1.0,1.0,0.0,6.0,6.0,1023.6206250000002,1.0,1.0,1.0,2.0,6.0,5.0,13.0
A00112,0,0.0,39.0,1,0,1,0,0,5,8,1,3,8,5,0,0,0,46.0,6.0,2.053316224,13363.85,46.0,6.0,12476.1,0.991380402,46.0,6.0,5.0,1.0,5.0,1893.55,7.0,4.0,6.0,2.0,1.056923383,2868.55,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1023.5607499999999,0.0,0.0,0.0,0.0,4.0,4.0,4.0
A00113,0,0.0,42.0,1,1,0,0,0,3,1,2,2,1,2,1,0,0,7.0,3.0,3.972643677,1557.6,7.0,3.0,1557.6,3.299497377,7.0,3.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1059.33725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00116,0,0.0,46.0,0,0,0,0,0,2,4,0,4,1,5,0,0,0,18.0,5.0,2.358220062,37607.96,3.025,1.4375,500.07675,500.47574999999995,18.0,5.0,18.0,5.0,2.358220062,37607.96,3.85,3.8375,18.0,5.0,2.358220062,37607.96,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1263.6408750000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A00117,0,0.0,32.0,0,0,0,0,0,2,1,1,1,3,0,0,0,0,2.0,1.0,2.0,3717.74,3.025,1.4375,499.804875,287.384,2.0,1.0,2.0,1.0,2.0,3717.74,3.85,3.8,2.0,1.0,2.0,3717.74,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,1.0,1.0,0.0,0.0,551.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0
A00119,0,0.0,30.0,0,1,0,0,0,1,1,1,2,1,1,0,0,0,5.0,4.0,2.450980392,2518.42,1.0,1.0,200.0,200.0,5.0,4.0,3.0,3.0,100.0,2155.62,5.0,3.0,3.0,3.0,100.0,2155.62,0.01,0.0,0.0,1.0,2.0,6000.01,2.0,0.0,0.0,0.0,0.0,990.6535000000001,2.0,0.0,0.0,0.0,6.0,6.0,6.0
A00120,0,0.0,31.0,1,0,0,1,0,2,5,1,3,3,4,0,0,0,79.0,6.0,2.150422415,89477.54,1.0,1.0,14.0,14.0,78.0,6.0,48.0,5.0,1.345025364,62820.65,5.0,2.0,78.0,6.0,2.199977076,89281.54,0.1,0.0,0.0,1.0,1.0,0.2,2.0,0.0,0.0,0.0,0.0,989.15775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00121,0,0.0,35.0,0,0,0,0,0,2,2,1,3,1,3,0,0,0,4.0,3.0,2.270082101,4783.2,3.025,1.4375,499.90200000000004,412.47350000000006,4.0,3.0,4.0,3.0,2.270082101,4783.2,3.0,2.0,4.0,3.0,2.270082101,4783.2,1600.0,1.0,1.0,1.0,3.0,5144.04,4.0,2.0,0.0,62.0,62.0,988.9526249999997,2.0,1.0,1.0,1.0,14.0,14.0,27.0
